Gene,log2FoldChange,padj
MYO7A,-0.103883378,0.437215918
ARMC4,-0.182238099,0.437712482
MDM4,0.05878235,0.4379558
RBM26,-0.045336878,0.439316364
MIR31HG,0.206125528,0.439847639
AL513327.1,0.074166861,0.440222744
DDX11L2,-0.179605809,0.441426259
XYLT1,-0.120070256,0.44149031
PHF21A,-0.036751872,0.441643857
ZNF826P,-0.12819122,0.441959076
MUC20P1,0.17584284,0.442068188
VAPA,0.05006355,0.44242054
GLG1,-0.046827356,0.442614031
AL136531.1,-0.087013381,0.442614031
UQCC1,-0.054834497,0.44321533
PCIF1,0.041632079,0.443408743
TMEM94,0.049772181,0.443418998
CRMP1,-0.10423179,0.443545056
MDM2,-0.065065525,0.443965688
WNK1,0.079061507,0.444693629
AL050309.1,0.069125886,0.444754916
NSD1,0.050607608,0.445079207
GPR27,0.132892622,0.445234899
B3GNT10,-0.079020332,0.445584668
NAPEPLD,-0.052337235,0.445610479
CLINT1,0.048586536,0.446412141
NDFIP2,0.068137992,0.44656122
AMDHD1,0.169353244,0.446914404
OSBPL11,-0.065485208,0.446914404
LINC02453,-0.08652807,0.447179516
GPR179,0.125272371,0.447446571
CEP295,0.085170812,0.447786873
TAMM41,0.050629475,0.447849776
STING1,-0.076783566,0.447958077
HOXB5,0.170211617,0.448487332
ITPKC,-0.078291302,0.448799744
MRRF,-0.050138566,0.448833248
AC012676.5,-0.114361669,0.449351046
LSS,0.076620537,0.449757584
AP000759.1,0.068034667,0.449812123
ZNF254,-0.06654889,0.451132956
AC244517.1,-0.125815751,0.451541892
PARP4,-0.056236567,0.451884848
NPEPPSP1,0.091122854,0.452003546
NDUFV2-AS1,0.063869332,0.452157916
AC008870.2,0.082428578,0.452258872
SULT1C2,-0.197263375,0.452595944
SUDS3P1,0.086077561,0.452595944
SGSH,-0.053971454,0.452696051
MIS12,-0.04467287,0.453024533
FAM86B1,-0.108415146,0.45320559
AC107081.3,0.089934946,0.453281017
AC115223.1,-0.068875431,0.453358959
AC023494.1,-0.071842635,0.454807534
AC009119.1,0.155146455,0.454957578
ST3GAL2,0.07019759,0.455094481
AGAP12P,-0.143612377,0.455240745
ZDHHC4,-0.062197056,0.455516269
ANXA2P2,0.09033057,0.455937296
C11orf95,-0.054477225,0.456451794
GLOD5,-0.142560567,0.456812166
CHMP1B2P,-0.196917366,0.457771962
RSBN1L,0.043581103,0.458030247
CPT2,0.047768608,0.458537183
ZNF587B,-0.060672508,0.458621866
AC011477.2,0.078807675,0.459348648
CYP24A1,0.231503352,0.460074014
FXYD6,0.10750877,0.461357181
ZFYVE27,-0.046468538,0.461927508
AL513165.1,0.075021099,0.462399206
KCNJ5,-0.118475443,0.462486834
SOX9-AS1,0.130205331,0.46269222
SEC22B4P,-0.068149468,0.462774199
DMPK,-0.079443834,0.462883402
ZNF391,-0.083306592,0.46306792
AC110611.2,-0.089456682,0.463086766
ELFN1,0.091159773,0.463222646
LGMN,-0.094101792,0.464792909
SMIM19,0.064156229,0.464792909
GCLM,0.060517673,0.465289703
AL691432.2,-0.067376638,0.465372397
CD55,-0.081252898,0.465751093
HDAC6,0.044946763,0.466694902
B3GLCT,0.054578954,0.466883705
MTM1,-0.062113968,0.466957682
AATK,0.078408732,0.467003622
FZD3,0.098638779,0.467530166
SNX3,0.057234525,0.467619711
ZNF575,-0.071613311,0.467619711
AL133330.1,0.116022781,0.468474469
ALKBH3,-0.07146823,0.468678996
U52111.1,0.090666913,0.468932943
BIVM,0.065037964,0.468969177
AC136621.1,-0.172534859,0.469091299
CATSPERB,0.133329576,0.469461716
RC3H2,0.056813166,0.469628331
MTHFD2L,-0.069759237,0.469969056
AC005162.2,0.132816025,0.469969056
RBM39,-0.034252545,0.470016902
RPL7AP66,-0.08776461,0.470140141
PCDHB6,0.163436275,0.470350279
SNHG10,-0.077041674,0.470350279
TENT5A,0.081886908,0.470852055
RWDD2A,0.049919286,0.471960634
TMEM159,-0.066609766,0.472038744
PCGF3,0.044462144,0.472249716
CENATAC-DT,0.071507403,0.473067137
AC007038.1,0.075246454,0.473215626
MSMB,0.229177671,0.473330411
EREG,-0.246649956,0.473768735
AP000786.1,-0.140268783,0.474259808
AC009486.2,-0.110468414,0.47458864
FKBP9,-0.065111717,0.474629894
APLN,0.12004543,0.475972117
PPP1R12C,-0.072749294,0.476830088
LINC01089,-0.082953525,0.477080711
ARHGAP44,-0.09626414,0.47731422
KCTD20,-0.057736163,0.47731422
CLPX,-0.040859847,0.47742209
SLC4A5,-0.076467782,0.477579427
PFAS,0.049396738,0.478414434
AC144530.1,0.080583227,0.479224329
ZNF43,0.072621284,0.479656791
FAM135A,0.064356796,0.480377491
PHLPP1,-0.074009808,0.481718281
MYC,-0.096199009,0.481812267
MBD1,-0.035730381,0.481996057
AC087501.4,-0.05932269,0.482203368
AL591895.1,0.083496653,0.48226323
AC025171.1,0.056485758,0.482497084
FCER2,-0.218076731,0.482739433
PPIL3,-0.054048935,0.483541825
RASSF10,0.157293747,0.483692533
GJB1,-0.239427055,0.483972984
TTC1,0.047666867,0.484502974
SNX6,-0.051881188,0.484502974
CRISPLD2,0.083872591,0.484602875
AC132812.1,0.063330771,0.48472558
TMEM205,0.075465838,0.484943531
RPL29,-0.068841561,0.485353438
LMF1,0.071097183,0.485743829
AL513550.1,-0.087113126,0.486057887
OS9,-0.052440001,0.486877494
U73166.1,-0.095892896,0.487827127
AL662907.1,-0.075063079,0.487866765
FKBP7,-0.059087661,0.487917282
LRRC26,-0.230724877,0.488457384
VIPAS39,0.038008804,0.488559379
PDSS2,0.045440026,0.488615129
NFX1,-0.040448145,0.488661247
SMN2,0.142651998,0.488661247
AL355377.3,-0.097220082,0.488661247
PODXL,0.076142494,0.488836164
TAF8,-0.042900703,0.488977197
AL831711.1,-0.107001399,0.48904479
ZNNT1,0.079933261,0.489255668
MARVELD2,0.095405886,0.489623566
AL117335.1,0.120089443,0.489703018
COA5,0.039685014,0.490219377
FDXACB1,0.048664674,0.490219377
PELI1,0.063776833,0.490272331
PRKAB2,-0.074066918,0.490482171
IFT172,0.043930284,0.490482171
AC006128.1,0.09116427,0.490482171
CLK3,0.040176518,0.490727893
AC083862.2,-0.087437569,0.490727893
AP003071.5,-0.097560069,0.490840469
PAX8,-0.140889939,0.492050777
SHLD3,0.045578136,0.492589241
PDXDC2P-NPIPB14P,-0.080122032,0.492602404
ZNF550,-0.059982419,0.492728181
EML2,0.066845345,0.493634286
RNF43,-0.132034224,0.495007512
FNBP4,-0.043693921,0.496149325
RAB3B,0.160064957,0.496546341
C18orf25,0.04657095,0.496781421
AC073896.3,0.078328906,0.496923239
AC005476.2,0.088438114,0.496923239
LTB4R2,-0.074010246,0.497880925
AC026273.1,-0.083119157,0.497953928
TMED10,-0.038724221,0.498179593
MED4,0.041859518,0.498226052
LINC00930,0.160637292,0.498477621
AC012181.2,-0.086133309,0.498530592
IGKV2-24,0.185920297,0.499089862
RIPK4,0.124025535,0.499767058
FRRS1,-0.057374433,0.50045185
CUL4B,0.03917057,0.501254018
TANC2,0.077904496,0.502002588
SCCPDH,-0.075781061,0.502822533
JMJD8,-0.044735748,0.502822533
CD163L1,0.099933633,0.503689008
PTPRVP,0.12350273,0.504018558
RBM25,-0.035320576,0.504127584
AC079610.1,-0.081289818,0.504578601
RAB37,-0.099135815,0.50482
RPL32P3,-0.061538849,0.505981142
AC012313.3,-0.092363442,0.506104137
SPIN1,-0.044095924,0.506297732
OPCML,0.168668244,0.507427913
AC109460.2,0.07290297,0.50932121
COL23A1,-0.12453588,0.509482944
INAFM2,-0.057660444,0.509768508
DCAF8,-0.043948283,0.509927632
SATB2-AS1,0.120431296,0.510037677
LINC01278,0.053767528,0.510065712
FEM1A,0.064212081,0.510129976
BEND7,-0.092911473,0.511341249
AC087491.1,-0.129243027,0.511860189
NBL1,0.096960492,0.512268726
PI4KAP2,0.065971191,0.512339499
CCL3L3,0.14826639,0.512362089
ZNF667-AS1,0.08103617,0.513100163
ZNF185,0.079664087,0.513407288
ANKRD44,0.072447065,0.514206818
ROR1,-0.090717411,0.51505493
ARAF,0.042866043,0.515143502
LRIT3,-0.111781251,0.5162655
LHX4,-0.087949283,0.516311665
MCOLN3,0.116821443,0.516358156
PLAC8L1,0.091949358,0.516358156
EXOC5,-0.050260286,0.516382254
FUT8,-0.062196814,0.516475448
MBD2,-0.049266117,0.517294227
UBIAD1,-0.034915561,0.517873996
NADK,-0.049425768,0.518525871
NNT,-0.074244769,0.518749131
GTF2IP1,0.054290023,0.519037405
OTUD7B,-0.048285737,0.519202887
INTS6-AS1,0.069178842,0.519359801
ZNF133,0.050875162,0.520235058
LINC01341,0.102206354,0.521553322
AC107375.1,-0.060398737,0.521577784
ATP11B,0.056717341,0.521660647
AC092171.5,0.08799201,0.522194906
MIR646HG,-0.122344637,0.522281642
ZDHHC14,0.061554181,0.522310853
GMFB,0.050089992,0.522396615
PRPF4B,0.045657328,0.522462355
GPRC5B,-0.077578646,0.522970248
CPAMD8,-0.110069306,0.522985185
TMEM19,0.051808513,0.523180368
SULT2B1,-0.156874362,0.523289177
AC012085.1,0.112377012,0.52337917
GNA12,0.053903689,0.524127995
FTH1P2,-0.089933687,0.524608879
AC097376.3,-0.053833464,0.524608879
TUT4,0.046231415,0.525308741
SLC25A29,-0.07119608,0.52602339
MATN1-AS1,0.076968683,0.526344824
RAD21-AS1,-0.084801212,0.526707697
GPN2,-0.03227012,0.526721428
PRKCD,-0.065615814,0.526775074
MDH1,-0.06593911,0.528249688
FTLP2,-0.113669418,0.528653947
GALNT6,-0.116947411,0.529025279
ADARB1,-0.05498373,0.529253705
FAM169A,-0.105371101,0.530256526
FSBP,-0.059813721,0.530891311
AL354953.1,-0.130226861,0.531598002
LRRC4,0.088657311,0.531813137
TEX41,0.107529773,0.531890688
CHRNB1,-0.044971843,0.5324867
TP53TG1,-0.082410316,0.532789223
ZNF143,-0.026789337,0.533423959
ACTR1B,0.045784596,0.5338608
CERS6,-0.084235438,0.534150238
B9D1,0.059390256,0.534417344
ITCH,-0.042170413,0.534540045
ITGAV,0.065719769,0.534540045
AL157388.1,-0.092291753,0.534816671
CHRNE,-0.073396161,0.535428951
CD160,-0.083882236,0.536267064
LINC02298,0.103037906,0.536311506
IGSF21,-0.135472761,0.536599738
KIF1B,-0.05046968,0.537033567
SOCS4,-0.044285848,0.537586833
BHLHE22,-0.10744052,0.537961209
IGHMBP2,0.043404284,0.538039379
ZNF674,0.039415062,0.538103567
MAP4K5,-0.044480406,0.538389318
LIN7C,0.040498005,0.538389318
AC087294.1,0.056073745,0.538389318
CCDC57,-0.069532464,0.538650016
PPP2R2D,0.039841663,0.538686378
AC015712.6,0.124522244,0.538686378
MMGT1,-0.048738618,0.539539455
TCEAL2,-0.180306736,0.539816027
GBF1,0.033721695,0.541064831
SLC9A2,0.163598307,0.541299136
SLC2A8,0.053309108,0.541601041
AC010326.3,-0.055976663,0.543072607
CCDC15,-0.077829229,0.5431302
ADAMTS13,-0.07723721,0.543687649
NBPF11,-0.057277207,0.54459218
RSPH1,-0.111502724,0.544782661
AL021155.4,-0.058192432,0.545426686
INSIG2,-0.041338982,0.545531143
FLJ37453,0.058939434,0.545842347
CDKN2AIPNL,-0.044170421,0.545842347
SOWAHC,-0.058432074,0.545990697
PSMA2,-0.064065188,0.546446453
DNAAF3,0.127968408,0.546785105
TMEM30A,0.04205045,0.546960069
LAMA1,0.132824045,0.547096827
AC011455.8,-0.104028434,0.548621562
PLD6,0.068699962,0.549962595
AC064799.1,-0.078267602,0.550595502
PPP2R5B,0.043869647,0.550716638
HK2,-0.085784952,0.551144055
AC091185.1,-0.088669952,0.551358432
LINC01915,0.131627714,0.551540407
AC016739.1,-0.080030803,0.552191423
LINC01560,-0.049352633,0.55301606
AC127496.7,0.062703963,0.55301606
AL662907.2,-0.07397691,0.553120972
LINC02361,-0.080860873,0.553777574
SMC3P1,-0.076211166,0.554265328
KIAA1210,-0.145702258,0.554397702
SH3GL1P1,0.074695656,0.555011523
SLC7A6OS,-0.037462794,0.555817971
NEDD1,0.044608446,0.555897343
RNF169,-0.063062021,0.556005339
LINC01936,-0.086122144,0.556160717
AC078883.1,-0.070805888,0.556518308
DDAH2,0.060594524,0.55697976
DACT3,0.087832707,0.557100304
SSH1,-0.037800524,0.558235075
NUDT2,0.048493416,0.55833753
CPNE8,-0.079051306,0.558458706
ZKSCAN3,-0.042358764,0.558458706
RPS6KL1,-0.092157739,0.558481861
SLC9A7,-0.079423098,0.559501135
TMEM67,-0.058544006,0.559501135
PEX14,0.042455276,0.559684166
INPP5D,0.076940069,0.560122038
IL17RA,0.034586239,0.560794305
LINC01176,0.081808088,0.560843682
AL353593.1,0.062045417,0.560876537
TBILA,-0.103281291,0.561362301
ESRRG,-0.124028256,0.561819366
AC017104.1,-0.088766252,0.562045047
FHOD1,0.070952974,0.562375985
SLC12A9-AS1,0.086300855,0.563120263
XRRA1,-0.060956906,0.56324697
FAM120C,-0.050234959,0.563400422
AL627095.2,0.085977752,0.563443538
DUSP28,-0.034733431,0.563662231
MMEL1,0.101143418,0.563703835
AP2A2,-0.036039729,0.563939717
AC135977.1,0.070885886,0.563973892
DMXL2,0.057637426,0.564007584
ETV5,0.084567784,0.564054618
SAP18,-0.039663939,0.564618548
THBS1,0.082784555,0.565156547
AC037198.1,-0.097231904,0.565156547
ARHGAP17,-0.033021883,0.565233291
ARFIP2,0.047791777,0.565260365
CRACR2B,-0.098308891,0.565609101
ANKRD13A,-0.037504519,0.565649292
DNAH12,0.095472475,0.565844533
TNFAIP8L3,-0.082895555,0.566062072
RPL10,-0.047139763,0.566090053
KAT8,-0.032248169,0.566159071
REL,-0.069130818,0.567025998
HEBP2,0.063331495,0.56757588
IQCK,0.046954529,0.56757588
ZNF350,-0.057739474,0.567759683
SNORD14A,-0.077130149,0.568342494
CD300LB,-0.110696955,0.569747793
PRR13P5,0.042217076,0.569971957
IGLV1-51,0.156181125,0.570066279
LRGUK,-0.076235817,0.570415228
C8orf58,-0.04928924,0.570977472
AC073508.3,-0.071271637,0.571131307
IFTAP,-0.052942982,0.572778196
ZNF213-AS1,0.047315607,0.572778196
FRAS1,-0.103432759,0.573226918
AC026471.1,0.046482587,0.573226918
NEBL-AS1,0.099486951,0.57389419
AC092296.2,0.081865916,0.574009342
NAP1L1P1,0.05331984,0.574563206
SMC5,0.045793745,0.574580594
CCND1,-0.087494531,0.574619668
ZNF432,-0.042068177,0.574811893
ZBTB6,-0.044257472,0.574983207
IQSEC2,0.045092726,0.575160043
CDK9,0.033688201,0.575702143
CFAP298-TCP10L,-0.065547557,0.576194453
CECR2,0.139219451,0.576933172
LGI2,0.093378401,0.576980809
ANKRD35,0.112544628,0.577447519
NTAN1,0.04817966,0.577891544
AC005291.2,0.092049268,0.578034741
AKNAD1,-0.089947947,0.578119959
PCYT1A,-0.044913795,0.578936382
CEMIP2,0.050620744,0.578984291
MSL2,0.034420965,0.580197038
GLUD2,-0.070422923,0.58020445
AC126177.5,0.139193159,0.580224748
G3BP2,0.042056411,0.580316952
C4orf47,0.074628641,0.581199269
MRE11,-0.034306188,0.581545702
RPL12P4,-0.094289065,0.581967668
DCTN1,-0.038855096,0.582327397
MEGF6,-0.078260176,0.583127396
LINC01814,0.097217559,0.583522942
FAT1,-0.061717821,0.583921584
CWC27,-0.026948105,0.584072052
IRAK2,-0.07792609,0.584262581
CD163,0.109409748,0.584273875
AC093797.1,-0.103047221,0.584782307
SNHG5,0.075776533,0.585062495
AL022162.1,0.075671806,0.585944767
EMP3,0.080680284,0.586780966
SRRM2-AS1,0.056299106,0.587578098
TGDS,0.041363406,0.588051555
MEGF10,0.122906467,0.588151172
PDP1,-0.057768548,0.588411143
FTH1P7,0.061165966,0.588411143
UBE2E2,0.049350722,0.588437543
MAPK14,-0.035086137,0.588684094
LINC00847,-0.040885268,0.588684094
ENDOV,0.046335079,0.589141649
KMT5B,-0.032958086,0.589521648
ING5,0.034334706,0.589521648
AC012313.2,-0.072073516,0.589913756
AL109936.2,-0.092108251,0.589994806
TMEM117,0.046797015,0.590399757
BAG1,0.042167561,0.590405098
ZNF256,0.046729693,0.590641044
SF3B1,-0.031152509,0.591679022
AL122008.3,-0.157502054,0.592143652
LRRC46,-0.071282054,0.59235277
C5orf49,-0.10515184,0.592554025
PURB,0.03609909,0.592685809
GDE1,0.045316698,0.592792449
LOX,-0.076130576,0.593037664
EIF3A,-0.042363737,0.59359438
ZBED9,-0.124506259,0.593674188
NIPAL3,0.054724478,0.594202881
KIF3B,-0.035633984,0.594646267
CYP2J2,0.109041676,0.595084889
PCDHAC1,0.107084875,0.595570288
MTHFS,0.05844169,0.595574768
GHRLOS,0.059906537,0.596917042
LSP1P4,-0.081990912,0.597641918
AC017104.3,0.076542734,0.597757991
AC092645.2,-0.064806305,0.597757991
SFRP2,0.085650784,0.598237926
NRAV,-0.03486903,0.598369683
RPL35P1,0.0607501,0.599815297
SDHAF4,-0.040971381,0.600074318
PLAAT2,-0.135998639,0.600579459
RPS13,-0.046131181,0.601025692
NDUFC2,0.04884583,0.601048774
NPAT,-0.043547772,0.601149791
UBR2,-0.044572278,0.601548036
SHANK1,0.097434051,0.602171957
DLG5-AS1,0.067036925,0.602388949
RPL5P1,-0.079823411,0.602488241
STX16,-0.029442039,0.602498311
PLA2G2C,-0.104219772,0.602631384
TMEM119,0.07654903,0.602857143
ELOA-AS1,-0.046945686,0.603116563
TMOD3,0.036410912,0.603691621
RPGRIP1,-0.059649692,0.603940258
NFIL3,-0.052589027,0.603940258
AL845472.1,-0.080743026,0.604404764
BNIPL,0.111865281,0.604846175
SRP54-AS1,-0.045301942,0.60494051
IGLV10-54,-0.17388407,0.604990671
AL034417.2,0.079057997,0.605211265
TUSC2,-0.035522451,0.605381999
ASAH2,-0.085977851,0.606574113
CD1C,0.102995385,0.606791741
LARS1,-0.02967125,0.607221548
AC036214.2,0.051218554,0.607221548
ADORA3,-0.0790316,0.608059077
RPAP1,-0.030154135,0.608767531
CERS5,0.025504224,0.610434584
RNF207,0.061593065,0.610434627
FOXI1,0.158121724,0.610513394
AL732372.2,-0.081244215,0.610544471
ZNF684,-0.032593763,0.610646563
LINC00622,0.085905029,0.610646563
LAMB1,0.066445724,0.61081749
PTPDC1,0.038623915,0.611438312
ANKRD37,-0.064339402,0.611438312
PRKRA,0.030919898,0.611640079
MNAT1,-0.037678807,0.612218223
FBXO7,-0.027301864,0.612218223
ATF7IP,0.033392433,0.612752201
AC026412.1,0.05882952,0.613203763
WDR61,-0.02997118,0.613434158
RAB30-DT,-0.043895863,0.613434158
ARVCF,0.063939468,0.613512002
RGS18,-0.071789172,0.613512002
TGFBR1,0.044658411,0.614750599
ABCG1,-0.056960833,0.614750599
TMEM131L,0.047227908,0.615218126
CDKL5,-0.053465271,0.615222994
SRCIN1,0.082885605,0.615222994
NQO1,-0.101833142,0.616060471
TREML1,0.079485311,0.616214853
GCSAM,0.078860324,0.61667918
DEGS2,-0.123068544,0.61734132
SCG5,-0.086859815,0.617443163
ODC1-DT,-0.053610726,0.617882965
EIF2B3,0.037477947,0.61792195
MTOR,0.031741988,0.618145234
BRMS1L,0.035681665,0.618256712
SLC25A3,0.034035323,0.61838464
AC068733.3,-0.101094058,0.61968317
DUSP18,-0.031146136,0.619889747
MAP2K1,0.043251752,0.62033299
CRYGS,0.064333828,0.620472727
EYA1,-0.13888422,0.620862168
ANKRD10-IT1,-0.061066349,0.620981906
AFDN,0.053722464,0.621304326
KCNT1,0.090053169,0.621370987
DIDO1,-0.02461695,0.622047591
PCSK7,-0.037270499,0.62217875
ZNF346,-0.032170389,0.622242878
ABHD2,0.057932966,0.622694756
DHRS7,0.043361443,0.62321794
CAPN13,0.138703638,0.623407988
ZNF23,-0.048716303,0.62361412
PHF13,0.028438603,0.623617137
SIRPA,-0.053710243,0.624437801
RPL12,0.048504392,0.62661289
SLC8B1,0.035209759,0.626823131
SLC35D2,-0.035452836,0.626823131
CCDC9B,0.075259374,0.627295731
SUSD1,-0.040324253,0.627738291
MIA3,-0.035681768,0.627897155
PRRG2,0.071901202,0.62798353
B3GNT2,0.033612898,0.627991116
AL133406.2,-0.065618251,0.628017044
AC136604.2,-0.053103521,0.628108075
LRRC8A,-0.032622356,0.62829113
ALKAL2,-0.138051552,0.628829051
TAS2R14,-0.050045688,0.629473791
EIF3FP3,-0.067095923,0.631738022
TRERF1,-0.054199367,0.632101967
NFKB1,-0.029978472,0.632686994
AC007405.3,0.07087353,0.633232723
ARHGAP25,-0.052716914,0.633367258
PCSK4,-0.08662082,0.633910277
FAM171B,-0.064216311,0.634480446
SLC25A5-AS1,-0.037207363,0.634781747
PRR5,0.062884538,0.6347908
DNM3OS,0.094108703,0.6347908
AC004921.1,0.073574925,0.635099823
GLA,0.048375494,0.636051786
LINC01355,-0.055883512,0.636497834
PELO,0.029722652,0.637714047
OSBPL5,-0.040630074,0.637910455
AL133230.1,-0.082462036,0.638875138
USP31,-0.040910601,0.639652715
SNHG7,0.059761886,0.639652715
NUDT18,-0.053244417,0.640328281
USP37,0.06424525,0.641384798
BRD3,-0.034534572,0.641555343
FCHSD2,-0.032826892,0.641733734
SMAD6,0.071217022,0.641753936
ZDHHC11,-0.086754706,0.64214595
GK5,0.043004137,0.642437035
L3MBTL3,0.032537152,0.643240516
LINC00630,-0.040250314,0.644510776
UBR5-AS1,0.041449413,0.644526628
TRAPPC2B,0.037564789,0.645137024
KIF9,-0.040107149,0.645299182
AL049828.1,0.054841684,0.646891137
SV2C,0.098710226,0.648139348
BZW1P2,0.054149075,0.648510308
AC011468.1,-0.046126425,0.648843854
AC091178.2,-0.067577957,0.649126725
AC106886.4,-0.054359683,0.649128804
VTI1A,0.025757318,0.649496432
AL512329.2,-0.090464056,0.649496432
RAB18,0.029756792,0.649631159
RBM11,-0.094316898,0.649892129
HEY2,-0.088545813,0.650033525
AL133351.4,-0.049697972,0.650326281
EDIL3,0.07894301,0.650415396
NLGN2,-0.036966368,0.650808906
RAD54L2,0.027530289,0.651358686
FCGR2C,-0.080556263,0.651575626
SPATA1,0.046289231,0.65182703
EXOSC6,0.02660409,0.652108133
STX18,0.02364541,0.652138359
TRAPPC12-AS1,0.057400361,0.653438169
ANO10,-0.038244311,0.654183006
CACNG8,-0.080749356,0.654397818
AP001330.4,0.049071549,0.654738901
ARRDC2,-0.053263004,0.654755873
HSCB,0.03209209,0.656395709
AL662795.2,-0.042198743,0.656446853
MIPOL1,0.051234895,0.656567349
ZNF292,-0.041425097,0.657498964
MED12,0.026237799,0.65799063
FBXL12,0.024175245,0.658101541
RYK,-0.026626362,0.658142357
FGFRL1,-0.066094857,0.658224551
ARSJ,0.068832874,0.658224551
ZNF701,-0.029382172,0.658407467
ZNF558,0.031370814,0.658468177
PLPBP,-0.040028937,0.658542742
TOP1P1,-0.055416484,0.658542742
ANAPC2,-0.034884994,0.658621823
SEPTIN4,0.068802877,0.659083481
RETREG2,0.02269151,0.659083481
ZNF599,0.035168496,0.659926347
ATG16L2,-0.045727462,0.659994265
MAPK8,-0.029795362,0.660118316
FES,-0.053650826,0.662146278
FLNB,-0.04620482,0.66243003
KCNMB4,-0.063585545,0.662914481
MCCC1,0.049822628,0.663863799
HNRNPA1P7,0.0523324,0.664073515
GNRH1,0.054410314,0.664315312
AP006621.3,0.042479676,0.664687785
GTF2I,-0.039992953,0.66495369
SHISA4,0.052202136,0.665391324
VPS18,0.03048948,0.666187583
TYW5,-0.027004407,0.666727199
AL603750.1,-0.065323523,0.667588295
AL645728.2,-0.062709085,0.667588295
ZNF500,0.029467372,0.66759902
AC015712.1,-0.067767272,0.66828016
SLC15A4,0.020860955,0.668404886
GLT1D1,-0.078629095,0.668492156
SCOC,-0.030574558,0.668612349
RPS23P8,0.065649092,0.669149556
