Gene,pval_adj_Single_cell,log2FoldChange,padj,Chromosome Position,Total_Mutations
EPB41L5,5.089716492990731e-52,-0.540288616,3.5397876962034506e-15,2q14.2,6
ARHGAP45,5.381866471510063e-52,0.855698408,8.733454416018699e-12,19p13.3,7
ING3,5.449442289557807e-52,-0.258837797,3.33765343519558e-05,7q31.31,1
RAD18,6.593341226789684e-52,0.522692975,1.7504156571736e-11,3p25.3,4
IGHA2,6.986253151588282e-52,-2.021600118,3.5139173714386003e-16,14q32.33,4
FAM133B,7.215019878144996e-52,0.16946206,0.002978994,7q21.2,1
UBE3C,7.794469802859853e-52,0.348670785,4.1085543414291e-07,7q36.3,13
MITF,7.931324789364918e-52,-1.571774484,4.62598345484866e-46,3p13,3
SIRT5,8.154382946085901e-52,0.342301966,3.13832854916812e-06,6p23,2
MTFR1L,8.965500960972998e-52,-0.487239726,9.37783996114027e-14,1p36.11,1
PABPC3,9.97880539061512e-52,1.022747647,6.34865479405606e-15,13q12.13,6
PLXNA3,1.0487053439069029e-51,1.063182822,6.146016794217229e-55,Xq28,16
HSF2,1.23775282328057e-51,0.290661558,0.000159808,6q22.31,2
PIGH,1.2663096856273212e-51,-0.383487421,1.20125259787394e-09,14q24.1,1
PIGK,1.539949162219731e-51,-0.311049401,5.00431535382757e-08,1p31.1,1
EEA1,1.6129821013573582e-51,-0.982836261,5.91213194528624e-28,12q22,14
THOC5,1.6541395374845593e-51,0.643295533,2.50838661860972e-20,22q12.2,4
STK26,1.743819699589656e-51,1.578928356,1.92894835636488e-39,Xq26.2,3
PPME1,1.7501735857697533e-51,0.760083759,7.84554371524753e-41,11q13.4,3
ADAMTS1,1.8003344500789282e-51,-1.747739687,9.981660612385468e-36,21q21.3,12
C21orf91,1.803093235041117e-51,0.327787656,9.66010954794273e-05,21q21.1,2
DCP1A,1.9164022694953003e-51,-0.726262514,2.56438572186753e-43,3p21.1,7
NRDE2,1.9655071721676045e-51,-0.492257724,3.58197223018544e-22,14q32.11,8
CCNB1,2.2868729839221364e-51,3.206134671,4.74352649265524e-266,5q13.2,3
PYCR3,2.470333442062656e-51,1.779261054,4.97782167313106e-61,8q24.3,2
CAPN7,2.714585132867008e-51,-0.400378599,2.14190398688138e-08,3p25.1,3
PPP1R3B,2.74892394570608e-51,-0.321138824,0.002736636,8p23.1,3
ARIH2,2.947772744300128e-51,-0.168614795,0.001466746,3p21.31,3
COQ5,2.9798207359271744e-51,-0.203220993,0.002061031,12q24.31,2
IGKV4-1,3.0324203904378846e-51,1.908182705,7.019786909622e-14,2p11.2,1
PPP3CB,3.576860219033986e-51,-0.801491641,6.2979000283470006e-27,10q22.2,1
UGT8,3.7722477494384775e-51,1.903667647,2.4655122025641303e-20,4q26,9
CBL,3.847402712361873e-51,-0.160550717,0.028232809,11q23.3,7
CD276,4.0372728716174914e-51,1.214868006,5.896902009475671e-46,15q24.1,2
MRPL49,4.0719985218378297e-51,0.383647164,5.90515494212644e-12,11q13.1,1
CCDC28B,4.3099146345621125e-51,1.514018063,5.912862343173341e-35,1p35.2,2
CEP97,4.3390700489029615e-51,0.404115532,3.72669276529971e-07,3q12.3,4
ORAI1,4.654468501541181e-51,1.059540369,3.52919816837209e-30,12q24.31,1
ZNF587,4.91882328218562e-51,-0.197904706,0.039592955,19q13.43,9
TUBGCP3,5.0801970651773073e-51,0.546187497,5.684537839922e-13,13q34,5
BMS1,5.721547483728531e-51,0.557302945,1.76071349181876e-24,10q11.21,5
CCDC51,6.064724967156162e-51,0.525356916,1.82198894107053e-14,3p21.31,1
ZMAT5,6.819570912578033e-51,0.427132067,6.5699390077746605e-09,22q12.2,1
AARS1,7.828003110757877e-51,0.808943802,5.400352631988e-35,16q22.1,13
PPP1R12B,7.991978628253472e-51,-2.253915361,3.94663219185708e-105,1q32.1,8
MAVS,8.725768394849888e-51,-0.465491079,7.91016075181371e-15,20p13,4
NPRL3,9.108456831692999e-51,0.390093976,2.4998696626137403e-09,16p13.3,2
IFT46,9.330758731273004e-51,-0.522225298,9.64478511333697e-11,11q23.3,2
MYCT1,9.6117293255613e-51,-2.315259493,1.39539004108314e-80,6q25.2,7
ZFHX4,1.027389582903842e-50,-1.658928741,3.04784322186739e-24,8q21.13,55
ASNS,1.0662224814687505e-50,0.919228415,3.09360653080481e-13,7q21.3,5
B9D2,1.0779431768691018e-50,0.309379534,0.000798507,19q13.2,1
DDX59,1.1485591903912244e-50,0.206564747,0.001560634,1q32.1,5
CASZ1,1.1819251053879706e-50,-0.255208921,0.027953319,1p36.22,10
MGAT5,1.273570099842891e-50,0.53996497,3.15997082755286e-09,2q21.2-q21.3,6
TSPAN5,1.3834132083138976e-50,-0.572603127,6.80620067669542e-05,4q23,2
SMIM29,1.4555726360055905e-50,0.789352356,5.84328299966008e-22,6p21.31,1
ZMYND19,1.461253752137363e-50,1.382836649,6.57484944567171e-61,9q34.3,1
DCTN4,1.4918171983509457e-50,-0.567081419,1.38061262353876e-25,5q33.1,6
ANKRD40,1.6016558731301245e-50,-1.147279927,9.96808893454691e-34,17q21.33,4
GLMP,1.687579740689091e-50,1.141409941,1.45391394399316e-57,1q22,5
NUP58,1.7275556160411466e-50,0.501468757,8.8653370139879e-11,13q12.13,6
UVRAG,1.8314136670616897e-50,-0.44877744,1.61248930080452e-08,11q13.5,4
SMAD5,1.8429483515117337e-50,-0.72939723,5.95786872927707e-31,5q31.1,1
FUZ,1.9440997364456897e-50,-0.193367059,0.044144607,19q13.33,2
G6PD,1.9931791944808137e-50,1.030548785,3.15230373476998e-12,Xq28,5
HIPK3,2.0397988158128266e-50,-0.828636074,2.6524556762398303e-19,11p13,7
LYSMD2,2.061768559664822e-50,0.609273673,1.31310356220537e-13,15q21.2,2
ZBTB43,2.250964773847109e-50,-0.277341002,1.35249500770798e-05,9q33.3,5
RPAP3,2.3021213222935454e-50,0.251242397,1.41734312860551e-05,12q13.11,4
GRAMD2B,2.3186791503787696e-50,-0.892245253,3.94825487155978e-15,5q23.2,4
PIK3R5,3.0535713932233214e-50,0.458170498,0.000399421,17p13.1,1
NAB1,3.123576037409896e-50,-0.342273181,3.76354967297624e-05,2q32.2,2
SYVN1,3.588961438567696e-50,0.176919331,0.001278138,11q13.1,4
BPGM,3.602429988345851e-50,0.497864964,1.39298088116956e-12,7q33,3
FAM20B,4.217240015536314e-50,0.284628433,9.18821834101296e-05,1q25.2,4
YAE1,4.290536100483847e-50,0.447370772,1.053908477878e-11,7p14.1,1
MICAL1,4.314599758476484e-50,0.906084329,7.89265062087136e-21,6q21,3
RIOK2,4.38379659409461e-50,-0.285143799,2.38765853395468e-09,5q15,3
YLPM1,4.625847542331953e-50,-0.424018676,8.1603946744833e-16,14q24.3,19
SRGAP3,5.709549856296164e-50,-0.451738036,1.53829839794771e-05,3p25.3,6
MKNK1,6.202283832641644e-50,-0.169903256,0.00248671,1p33,1
RYBP,6.369312073592675e-50,-0.128404195,0.032339521,3p13,4
RMDN3,6.416506048184617e-50,-0.262770777,0.00011414,15q15.1,3
POGK,7.22628760294265e-50,1.292355348,8.14413423056447e-77,1q24.1,5
SRF,8.424200614763346e-50,0.153727404,0.047155978,6p21.1,2
FRYL,8.438628366837588e-50,-0.610874532,2.60205459787181e-14,4p11,15
COPS4,9.04668255858148e-50,-0.326157392,6.992173535706391e-09,4q21.22,1
STK38,9.894306082319842e-50,0.817555209,6.43219486813316e-31,6p21.31,4
WDR74,1.0217854535344691e-49,0.886501837,6.013740726871691e-31,11q12.3,2
SNX20,1.2826096147866646e-49,1.779047228,2.84333882615392e-37,16q12.1,3
SREK1IP1,1.4852849779095025e-49,-0.482219812,3.11579778735472e-16,5q12.3,1
ELP6,1.7522364029089573e-49,0.260103212,6.96940087547793e-05,3p21.31,2
FIBIN,1.8198012087883643e-49,-0.464252703,0.00187729,11p14.2,2
TMPRSS13,2.2294071350736848e-49,1.413113387,9.57319439008268e-18,11q23.3,2
NUS1,2.2815692497920324e-49,0.649935467,7.6173459539009e-26,6q22.1,1
SMPDL3B,2.366557910994561e-49,1.646695273,1.26421513000229e-22,1p35.3,1
GATM,2.4096933219823397e-49,-1.159234109,4.06374450249404e-24,15q21.1,3
NME5,2.4463080961082552e-49,-1.400821444,2.15414859262923e-17,5q31.2,2
UNC45A,2.5673696213449698e-49,0.336383865,4.48558522076427e-06,15q26.1,5
NEK2,2.615203820451064e-49,4.923721192,4.0501302015666e-226,1q32.3,2
GAMT,2.7328206998051352e-49,-0.681333946,7.98006788995253e-06,19p13.3,1
KIF2C,2.878929021090212e-49,4.537579111,3.41995447326275e-277,1p34.1,5
TASOR,2.963080654754221e-49,-0.356049199,1.77227733504349e-09,3p14.3,8
GPATCH2L,3.166797351053496e-49,-0.662785255,5.28788750792426e-26,14q24.3,3
RHBDF1,3.247535852316774e-49,0.465650421,1.55112782158207e-08,16p13.3,1
RNF115,3.827398540794469e-49,0.336144698,5.34074185330952e-07,1q21.1,3
ARHGAP26,5.113455743002529e-49,-0.864531341,2.1870787247384402e-17,5q31.3,9
RBMXL1,5.374577025171937e-49,-0.3196347,3.75576442619124e-07,1p22.2,4
NFXL1,5.6254030777486645e-49,0.494013753,7.65400495946827e-12,4p12,2
ERCC3,5.7189218159145215e-49,0.302065719,2.90615434960843e-08,2q14.3,6
CCHCR1,6.2914545760454026e-49,1.271900933,2.31590052193753e-38,6p21.33,3
SP1,6.675034392386923e-49,-0.464576597,6.13261953700613e-19,12q13.13,6
NFRKB,7.37514392734979e-49,-0.224311388,9.28512792509197e-05,11q24.3,6
ENPEP,9.502625583230837e-49,-0.73610053,1.43971183656551e-08,4q25,7
ATRNL1,9.57332408045984e-49,-0.733525179,0.001510715,10q25.3,7
RSPRY1,1.0181469675953288e-48,0.214727738,7.97095906391405e-05,16q13,2
GAS7,1.1974582051336806e-48,-1.398066795,1.20067357589622e-23,17p13.1,3
SLC25A10,1.2811850521853568e-48,1.494458505,2.72898525122785e-33,17q25.3,3
TDP2,1.4969336021390054e-48,0.31054954,9.14677948695089e-10,6p22.3,3
RPS6KB1,1.558788031424339e-48,-0.186164212,0.001950412,17q23.1,7
ARIH1,1.647193377908832e-48,-0.144260216,0.012463218,15q24.1,5
OGN,1.7494613131195133e-48,-3.986293405,1.56508350145339e-65,9q22.31,4
CNTFR,1.823502331391029e-48,-1.883085935,2.72102270499679e-14,9p13.3,5
TRMU,1.9646655076582484e-48,1.351797891,4.83952880491043e-69,22q13.31,2
DYNC1LI1,1.9832162558197467e-48,0.44358207,1.87340381000696e-16,3p22.3,3
PARP8,2.0801557091897087e-48,-0.534594379,5.92730925277861e-07,5q11.1,9
HOOK3,2.477167400806299e-48,-0.16604625,0.04896477,8p11.21,8
MAB21L4,3.1533074395921534e-48,3.132628545,1.60777026082881e-28,2q37.3,1
PLA2R1,3.2649808104461205e-48,-1.825265299,2.98489851890534e-48,2q24.2,9
SLC29A2,3.563404306387215e-48,0.915254705,3.31103413296481e-17,11q13.2,2
MAPK3,3.577196851158104e-48,-0.501094761,3.5043592693667204e-15,16p11.2,1
RDH10,4.2275118842271335e-48,2.308736783,1.34903110747485e-39,8q21.11,3
C1orf198,4.7635949651305806e-48,0.693061962,4.14852178052405e-15,1q42.2,4
RASSF7,5.1498338677613004e-48,1.585793149,1.82402907097417e-32,11p15.5,2
FLVCR2,6.483164949205593e-48,1.261630805,1.94103080859255e-33,14q24.3,2
ZNF8,6.666754264164795e-48,0.520215587,9.80634874111001e-13,19q13.43,3
COMMD9,7.106020930656851e-48,0.419181955,2.38002572990156e-07,11p13,4
CDCA5,7.250169476009807e-48,4.086267524,1.13633503574914e-263,11q13.1,1
SYNE1,8.827674156761269e-48,-1.677714834,5.1646907431914e-58,6q25.2,71
CARS1,1.2185536651984307e-47,0.67629213,2.7881036785245304e-25,11p15.4,9
TRAPPC12,1.4267770989859676e-47,0.173835228,0.003903515,2p25.3,4
FAM118B,1.4661271917548747e-47,0.309413262,1.37959829987191e-06,11q24.2,2
C1QTNF2,1.8376492848287126e-47,-0.505935691,0.010704789,5q33.3,4
LRIF1,1.839729992235067e-47,0.582410404,8.46917046193158e-18,1p13.3,9
TMEM187,1.9467342288822983e-47,0.344841609,0.000165857,Xq28,2
JAM2,1.9553073124707616e-47,-2.50033082,2.91120684816827e-112,21q21.3,2
MAP7,2.0541674641372374e-47,0.786933575,9.08366561405601e-14,6q23.3,8
PHKG2,2.1887452122987574e-47,0.95519174,3.13492693337782e-48,16p11.2,1
ZBTB7B,2.228641161126058e-47,0.350625505,8.362800904796e-06,1q21.3,5
ALDOA,3.036316000562759e-47,0.754265633,6.37827188915337e-10,16p11.2,6
AFF1,3.0802404946665667e-47,-1.327413248,2.57476528353758e-51,4q21.3-q22.1,13
B3GALT5,3.2284536042211644e-47,-1.18136573,4.85740241626793e-06,21q22.2,3
IL27RA,3.871670913515216e-47,1.103184589,1.30141991561955e-16,19p13.12,7
PSTPIP1,3.929604997215661e-47,1.469196403,6.43303653893741e-22,15q24.3,2
TSR1,4.2590294072266047e-47,0.40812468,1.75272619872597e-10,17p13.3,6
CCDC97,4.657256645616053e-47,0.273669565,2.86738751310231e-06,19q13.2,2
GPR12,5.368890900733469e-47,1.553890657,2.4854948300281e-09,13q12.13,6
RANBP9,5.446603006719566e-47,0.487341195,1.08354586976984e-10,6p23,4
PLCB2,5.533894609256777e-47,0.616270235,2.64962266390345e-08,15q15.1,7
MTERF3,5.725692853783233e-47,1.437709216,4.85563284172719e-91,8q22.1,1
CTBP1,5.84982360862436e-47,0.423897352,5.97078351768412e-14,4p16.3,4
MECP2,6.194653366051619e-47,-0.435222597,6.7746535394671e-18,Xq28,7
CD28,6.426894704210357e-47,0.357388131,0.023210713,2q33.2,2
IRF2BP1,6.619821935957822e-47,0.455187605,3.07007538212291e-07,19q13.32,2
NUP153,6.67613832994569e-47,0.517474134,4.22537227176045e-09,6p22.3,12
TOR1AIP1,7.769620598630442e-47,-0.488323346,1.3906795704191798e-12,1q25.2,5
MESP2,8.031613626824402e-47,2.464120486,6.05204108120936e-38,15q26.1,1
ACKR1,8.154130096721081e-47,-2.985323575,1.59569004039322e-46,1q23.2,3
P3H3,8.563139832082878e-47,1.028587336,1.0677428195705e-11,12p13.31,4
C2orf49,8.818864697861132e-47,-0.215945067,0.00072945,2q12.2,4
YTHDF3,1.0493605023996523e-46,0.171724813,0.020347007,8q12.3,9
ACAD9,1.101769901712234e-46,0.351097051,5.71091187711931e-07,3q21.3,5
PTPRM,1.1243160714107195e-46,-1.481963306,1.72249158962359e-23,18p11.23,13
BCR,1.2335197599711688e-46,0.245235167,0.000111923,22q11.23,4
CHORDC1,1.3547600040170643e-46,0.861947767,3.92141524523962e-34,11q14.3,5
ALG6,1.4744680778170203e-46,0.929322691,2.04084924132461e-41,1p31.3,2
BORCS7,1.6911642830354727e-46,-1.105380717,6.13414744035655e-56,10q24.32,2
SLMAP,1.6941572856873181e-46,-0.62728335,3.44328986972342e-18,3p14.3,9
C11orf24,1.8243113926387284e-46,1.085752662,1.4199529782141902e-54,11q13.2,5
NPAS2,1.9659165729477016e-46,1.061100575,6.77206258857899e-14,2q11.2,6
SYNPO,1.9833203473252287e-46,-1.914427086,2.91257164503853e-44,5q33.1,7
MINDY3,2.258427835288885e-46,-0.463060056,6.46480076097118e-10,10p13,4
HECTD4,2.2725316699680805e-46,-0.55944459,5.5548977191434e-17,12q24.13,19
CARM1,2.2879401086390773e-46,0.96741113,3.61938726696466e-35,19p13.2,5
SRRT,2.3207062335096164e-46,0.913144758,5.45998280052098e-48,7q22.1,8
HS6ST1,2.7965965074080152e-46,0.941121371,2.6063191611286103e-31,2q14.3,2
APTX,2.8051964603620062e-46,0.604400597,6.06729116037657e-26,9p21.1,6
EPHA7,2.870511919321432e-46,1.51377461,4.43617975885654e-09,6q16.1,13
ATXN2L,2.97236179185652e-46,0.767251685,5.0756466876180496e-57,16p11.2,9
CEP126,3.285446367169102e-46,-2.508483831,3.2550828445950597e-81,11q22.1,10
CMPK2,3.6806493743761895e-46,1.693962775,5.69525554274175e-33,2p25.2,1
POLD1,3.8139417249987766e-46,1.617549509,3.5619354733340097e-72,19q13.33,5
PLA2G15,3.916131274190111e-46,0.442151194,5.89973219066662e-08,16q22.1,3
KLHL7,4.1018689365120715e-46,0.305992222,5.73826536730704e-06,7p15.3,9
C3orf38,4.173414663691347e-46,0.209310516,0.000167297,3p11.1,3
NMT2,4.518933365892324e-46,-1.090107399,7.522098142331831e-23,10p13,8
SLC39A10,4.8047243263426655e-46,0.3554231,8.80612072821966e-05,2q32.3,3
PLCB1,4.95410730017668e-46,-0.594545958,4.71371974707966e-05,20p12.3,13
CIART,5.1765401887013294e-46,1.505706921,2.16216698805575e-26,1q21.2,3
CSTF2,6.064819771736328e-46,0.983933066,2.3537289139131897e-56,Xq22.1,3
SEPTIN1,6.174479284564829e-46,0.708959851,3.03632769517038e-08,16p11.2,5
HECW2,6.4328218260346495e-46,-0.368160805,0.000597647,2q32.3,15
BLOC1S2,6.527813020673738e-46,0.326623954,1.13474042196853e-07,10q24.31,2
ECM2,6.6973238103159405e-46,-3.436129742,2.01381400929858e-105,9q22.31,3
COQ7,6.802383117901599e-46,-0.388272358,1.28824108603773e-10,16p12.3,1
SMNDC1,8.336050880043614e-46,0.435903691,1.43271866566881e-15,10q25.2,3
PCGF5,8.373085302959774e-46,-0.660886025,3.01038169865406e-19,10q23.32,2
RASAL3,8.465206177935225e-46,1.167923751,9.67760397583471e-18,19p13.12,9
NIT1,9.818970263709685e-46,0.260391657,1.31006237692476e-05,1q23.3,1
MYL5,1.062908906949229e-45,-0.557194178,2.10497618576225e-08,4p16.3,2
REV1,1.1045145920536384e-45,-0.42867417,1.84683539506516e-13,2q11.2,9
MRPL35,1.1403656686123168e-45,0.22536832,0.000115239,2p11.2,2
RWDD2B,1.2202528347308676e-45,0.240116669,0.00172229,21q21.3,1
METTL8,1.2609715568949977e-45,0.452130095,2.71555280742813e-12,2q31.1,1
CASK,1.3082024363067536e-45,0.452651673,3.83357587624527e-10,Xp11.4,10
CREB1,1.359789167726892e-45,-0.274220729,1.25695890612937e-06,2q33.3,1
DNAAF1,1.3822475391474575e-45,-1.219984624,2.35177174079918e-12,16q24.1,4
H2BC15,1.5261534533229186e-45,1.531360658,2.85312156426287e-28,6p22.1,3
CENPQ,1.674010481971193e-45,0.696860369,1.6248068230976301e-21,6p12.3,1
SHOC2,1.7027039487177274e-45,-0.304437869,7.97742776743177e-06,10q25.2,5
MED20,1.7463831927694032e-45,0.779173584,2.38999116952705e-41,6p21.1,2
XPNPEP1,1.8701685904150216e-45,0.555212894,2.98227166098267e-33,10q25.1,4
CDC42BPA,1.9178998351738426e-45,-0.230491248,0.012942338,1q42.13,20
TMEM168,2.11166671251535e-45,-0.203365501,0.003538778,7q31.1,2
DUSP12,2.221856383004656e-45,0.980025263,3.7571340902297296e-56,1q23.3,1
CX3CL1,2.248813193786471e-45,-1.375156564,5.913086385522881e-20,16q21,1
S1PR1,2.5496722026565977e-45,-2.223890314,7.41268222428759e-66,1p21.2,3
NR1D2,3.0826466443390505e-45,-0.858464761,5.3723723386825404e-20,3p24.2,4
ALG8,3.20939489695893e-45,0.540068562,4.49238593276034e-10,11q14.1,2
FANCG,3.2978436558739004e-45,1.281817009,1.5046528356663899e-40,9p13.3,5
HDAC7,3.5193921040174855e-45,-0.411898852,2.27699020370727e-10,12q13.11,3
DUSP22,3.6768196145935515e-45,-0.327025384,1.5930793867963e-05,6p25.3,2
REXO4,3.6772695022490027e-45,0.601189372,5.348971284326301e-15,9q34.2,1
ATP9A,3.677295253385105e-45,-0.722508136,4.1287823921380087e-11,20q13.2,16
UBAP2L,3.679559697321189e-45,1.10863188,4.27029700272456e-109,1q21.3,6
DTX3,3.7803063879809684e-45,-0.209072267,0.040082095,12q13.3,4
PIAS3,3.83976454699032e-45,0.308989931,5.95544721532789e-05,1q21.1,2
TLE3,4.144539568744016e-45,0.302982924,9.66684678141554e-06,15q23,6
EGR3,4.2352004141455974e-45,-2.992424975,1.72440114499551e-52,8p21.3,3
BCKDHB,4.306849302473101e-45,-0.626989052,2.10706958271258e-13,6q14.1,1
TIAM1,4.4456283373141575e-45,0.819204849,9.2022061426775e-15,21q22.11,9
NDUFAF1,4.6354848281476336e-45,-0.320466685,7.20624911706625e-06,15q15.1,5
DSEL,4.764815451955117e-45,-1.792328486,2.41873024019966e-45,18q22.1,12
SUN2,4.935370680783116e-45,-0.227683681,0.027415317,22q13.1,2
MAEA,5.1511230071285314e-45,0.337561011,2.48391487766728e-10,4p16.3,1
UBTD1,5.562570834342704e-45,0.461887604,4.13828392467252e-05,10q24.1-q24.2,1
LPIN3,5.717295744049174e-45,-0.407624183,0.000148768,20q12,3
ACOT9,6.219263258765768e-45,0.278085441,0.000662886,Xp22.11,3
SFXN3,7.83536441534221e-45,-0.270379206,0.000167453,10q24.31,1
RNF214,7.874800709645447e-45,-0.151027242,0.011523901,11q23.3,6
OPA3,8.404823822756353e-45,0.205176265,0.000137566,19q13.32,4
SMO,8.926533313235075e-45,1.260794421,8.61730881233272e-30,7q32.1,9
FAM81A,1.0697971715902496e-44,1.523554063,2.45763935778935e-22,15q22.2,4
GINS4,1.1017479153811633e-44,2.949324295,9.958294375382829e-128,8p11.21,5
CORO2A,1.1049789789095424e-44,0.630241853,2.41822903472205e-07,9q22.33,6
SH2D2A,1.207115258643325e-44,2.746678096,9.28808989698047e-137,1q23.1,4
SIGLEC9,1.2333842933760534e-44,0.910895756,4.7098433585199e-11,19q13.41,10
PIAS2,1.4658939376783137e-44,0.258493515,0.000106558,18q21.1,5
MAPRE3,1.469524315067629e-44,-0.488029476,1.16559196845349e-06,2p23.3,6
DDX41,1.5022634769591572e-44,0.793630166,1.73880972679089e-32,5q35.3,5
SCRN2,1.5075028265494225e-44,-1.36974599,3.88726784674367e-27,17q21.32,6
NUDCD3,1.542845647762469e-44,-0.167460097,0.00396412,7p13,2
POLDIP3,1.569626740710929e-44,0.298419792,6.02409501610459e-06,22q13.2,4
GDF11,1.6107044045861338e-44,0.700610139,1.18314487142479e-11,12q13.2,1
RPS6KA3,1.6368453090599016e-44,-0.551222654,8.0132991274e-11,Xp22.12,11
USP33,1.6811009404840885e-44,-0.47678749,2.30417045468041e-14,1p31.1,6
PAQR5,1.73451149905062e-44,0.999178047,9.26644049165981e-12,15q23,1
KIF3A,1.7494566426706605e-44,-0.300359572,0.000369477,5q31.1,4
RNF20,1.7621526696223626e-44,-0.18576032,0.000591242,9q31.1,9
ZNF714,1.7953516126264658e-44,0.919144531,4.7304695175811e-17,19p12,6
PRPF4,1.9215059206981368e-44,0.593932622,1.57676842157399e-24,9q32,5
GXYLT2,1.9577542843180472e-44,0.369089951,0.002896751,3p13,4
CTNNBL1,1.9657985037316837e-44,0.480895147,1.7424936666338802e-15,20q11.23,6
DHRS3,2.097909827330526e-44,-0.703434518,4.7680985989751e-08,1p36.21,2
CBLC,2.3694907019879685e-44,1.451718152,1.29308445353505e-13,19q13.32,3
SHC1,2.377268971880453e-44,0.324897587,4.18645378954792e-07,1q21.3,5
NPLOC4,2.4894485316693055e-44,0.660790011,6.817525410143221e-21,17q25.3,5
DUOXA1,2.4929064707552336e-44,1.23089978,2.66253599612414e-10,15q21.1,3
ALDH1L2,2.5957920491372223e-44,0.908028528,3.60090983423616e-14,12q23.3,11
TEK,2.6963770097910765e-44,-2.236305205,1.7103431872634e-56,9p21.2,15
CENPS,2.7107836478260937e-44,1.218854282,5.2465599451460094e-36,1p36.22,1
TMEM80,2.721867214430792e-44,-0.169844665,0.023733939,11p15.5,4
PPIL2,3.1708617411399177e-44,0.292785503,3.60359425298369e-10,22q11.21-q11.22,5
ETFRF1,3.1792800047524464e-44,-0.460132287,8.69880076696803e-08,12p12.1,2
ZBTB38,3.300579470384352e-44,-0.687809465,1.7591597821279302e-14,3q23,5
MICU3,3.4073291044971317e-44,-2.166624136,1.75624089761839e-60,8p22,5
GSK3A,3.4156196770994104e-44,0.826258141,6.45655062310004e-58,19q13.2,3
SUCLA2,3.664774457151188e-44,-1.040680279,1.35580261462386e-30,13q14.2,5
CRLF1,4.12189915125148e-44,2.442500173,1.48825845735109e-20,19p13.11,3
FRK,5.348078126499393e-44,0.677166076,5.14013376109302e-08,6q22.1,4
CBX2,5.579509738376823e-44,3.792865459,1.1353313685667999e-228,17q25.3,4
ALAS1,5.813715217202044e-44,0.317769564,9.22295525998133e-06,3p21.2,5
RELB,6.212409540896497e-44,1.661608862,1.24813543110175e-54,19q13.32,3
RHEX,6.42183952097822e-44,3.338974028,2.28338458898584e-27,1q32.1,1
HOXA9,6.538919366686458e-44,-0.741495336,0.000491867,7p15.2,2
ZDHHC20,7.911651943484206e-44,0.707435177,6.90016604882872e-23,13q12.11,5
SETD9,7.931541653477502e-44,-0.629366335,1.43194505697105e-11,5q11.2,1
OCEL1,8.200813025361094e-44,-0.259971851,0.006544579,19p13.11,1
