Gene,Chromosome Position,log2FoldChange,padj,Total_Mutations
SEMA3F,3p21.31,0.208449507,0.041648907,4
BAHD1,15q15.1,0.117972636,0.042793983,4
KIF7,15q26.1,0.26978087,0.043165548,4
SHLD2,10q23.2,-0.119234572,0.044660831,4
DHX58,17q21.2,0.213299181,0.04472909,4
DDHD2,8p11.23,-0.218882301,0.044948347,4
GOLGA2,9q34.11,0.107655461,0.045107082,4
KDM4D,11q21,0.153341693,0.045533659,4
WDR45,Xp11.23,0.131667113,0.048690254,4
ATRIP,3p21.31,0.119969438,0.048968403,4
BTBD9,6p21.2,-0.114977143,0.049991686,4
CDCA8,1p34.3,4.273718714,3.32393373802498e-308,3
NUF2,1q23.3,4.807174011,2.33594354837375e-282,3
CDC20,1p34.2,4.936071244,1.15395652820516e-268,3
CCNB1,5q13.2,3.206134671,4.74352649265524e-266,3
PRR11,17q22,3.662956889,1.37024280064995e-258,3
UBE2T,1q32.1,3.98609617,1.0305353781071599e-255,3
AUNIP,1p36.11,3.278778093,4.52388903856293e-219,3
TACC3,4p16.3,3.072744523,1.70352489941725e-212,3
SGO1,3p24.3,4.121317815,6.708294112414291e-210,3
CDC45,22q11.21,3.979616864,5.40285453893305e-202,3
MMP11,22q11.23,5.902984267,2.16504003923222e-200,3
CHEK1,11q24.2,2.920291161,6.836538815539601e-199,3
RACGAP1,12q13.12,2.353317448,1.23774941977041e-186,3
RAD51AP1,12p13.32,3.36765531,8.4372661931023e-181,3
CENPL,1q25.1,2.077941666,1.43173340917181e-175,3
BUB1B,15q15.1,3.674324718,1.53318588447049e-172,3
CTPS1,1p34.2,2.35323466,1.13939212554794e-166,3
PDE2A,11q13.4,-3.710516552,2.4194294844218998e-163,3
DDX39A,19p13.12,2.148076348,1.42906488518793e-159,3
VEGFD,Xp22.2,-5.111788223,1.74037416081966e-155,3
TEDC2,16p13.3,3.31067851,5.62511414299115e-154,3
NOVA1,14q12,-4.174649473,2.5348511810017802e-148,3
KCNIP2,10q24.32,-5.471842377,1.99173868801535e-142,3
EZH1,17q21.2,-1.724072714,1.24909022045506e-138,3
SLC52A2,8q24.3,2.42330301,6.62252761960985e-136,3
PFKFB1,Xp11.21,-4.913588239,3.16057850356216e-131,3
RCC2,1p36.13,1.613538184,2.27417031089517e-129,3
CDCA4,14q32.33,1.991609193,1.94696349479666e-121,3
MRGBP,20q13.33,1.541075936,2.57836268074772e-120,3
BAK1,6p21.31,1.679232274,1.37342653972978e-119,3
SLC2A4,17p13.1,-4.903542902,3.41674051907974e-115,3
HSD17B6,12q13.3,2.882533952,1.14625587732575e-113,3
HAUS8,19p13.11,1.532428895,4.0562782733695305e-111,3
B4GALT3,1q23.3,1.576107631,5.4770216003840206e-111,3
POLR1G,19q13.32,1.782857739,5.13267421156343e-109,3
BOP1,8q24.3,2.460705883,1.5849483375564201e-106,3
PLPP4,10q26.12,4.602339076,7.534373395893501e-106,3
KIF22,16p11.2,1.546004549,1.14954408034784e-105,3
ECM2,9q22.31,-3.436129742,2.01381400929858e-105,3
PLIN1,15q26.1,-6.230930261,1.8166642981373202e-104,3
POLE2,14q21.3,1.983180948,3.03800245782877e-104,3
SCN2B,11q23.3,-4.354246449,1.14608735563431e-102,3
GHR,5p13.1-p12,-4.042556948,1.71092188585105e-102,3
FGF10,5p12,-4.079425652,3.50594310084433e-101,3
GATAD2A,19p13.11,1.081797032,3.50594310084433e-101,3
ARF1,1q42.13,1.297266302,4.69788684227364e-101,3
SPDL1,5q35.1,1.497191011,2.43340251614838e-100,3
STIP1,11q13.1,1.328417433,4.95565948121688e-99,3
MMP13,11q22.2,6.487363284,7.20270812977179e-99,3
ALDH1A2,15q21.3,-3.263996845,4.72808727946814e-98,3
ACTL6A,3q26.33,1.483549941,7.6239474098809e-98,3
ZNF367,9q22.32|9q22.32,2.189772295,8.22949638472361e-98,3
MEX3A,1q22,3.402761523,3.6980104713988103e-97,3
HAPLN1,5q14.3,5.953726029,5.538316778787251e-97,3
PTGER3,1p31.1,-3.614667087,1.3965043354833e-94,3
FOXK2,17q25.3,1.314548181,1.04007907908082e-93,3
C1QTNF9,13q12.12,-3.860267099,1.8410457082639901e-93,3
PPM1G,2p23.3,1.302782734,2.4435048796665202e-93,3
KLF4,9q31.2,-3.015823145,2.7611824829492103e-93,3
HMGB2,4q34.1,1.734446896,7.78418108433771e-93,3
SQLE,8q24.13,2.630363818,5.5923343059722796e-92,3
SLC50A1,1q22,1.772023983,3.03902666471285e-91,3
CENPK,5q12.3,2.166157902,6.803208784577691e-91,3
ETV7,6p21.31,2.860982964,2.68367894858184e-90,3
APH1A,1q21.2,1.165912226,5.85450247352218e-90,3
MRPL47,3q26.33,1.532283869,1.93153689056169e-89,3
CNOT9,2q35,1.077372756,5.18870798879529e-88,3
FAM172A,,-1.191645706,1.864524020087e-87,3
SCAMP3,1q22,1.167304168,1.96234706572382e-87,3
HELLS,10q23.33,2.262288087,2.04447040874193e-87,3
SMS,Xp22.11,1.474569664,2.89085975280344e-87,3
CYBRD1,2q31.1,-2.50184867,3.54391595793281e-87,3
APOBEC3B,22q13.1,3.985698407,3.67273365990879e-87,3
PYCR1,17q25.3,2.659402977,8.86570326394261e-87,3
WDR4,21q22.3,1.429691881,9.35007753211723e-86,3
GSN,9q33.2,-2.392432682,5.77899703484171e-85,3
RANGAP1,22q13.2,1.398402871,1.90390347488964e-84,3
RUVBL1,3q21.3,1.450800479,1.4738091177062799e-83,3
MRPL9,1q21.3,1.206486337,1.69452337113303e-82,3
GFUS,8q24.3,1.96149782,4.9226172210961095e-82,3
DCN,12q21.33,-2.694806593,1.0068503963909699e-81,3
SLC39A4,8q24.3,2.483931085,1.17087448197969e-80,3
NR3C1,5q31.3,-1.829273705,2.938508782658e-80,3
TMEM132A,11q12.2,2.671262277,3.54369849359913e-80,3
RTKN,2p13.1,1.670246612,1.13461898636547e-79,3
COLGALT1,19p13.11,1.468595579,7.06083053417654e-79,3
RAN,12q24.33,1.18085618,5.09685942471232e-78,3
ONECUT2,18q21.31,3.928351521,2.15668607807905e-76,3
YIF1B,19q13.2,1.533168067,3.49609076456327e-76,3
RHNO1,12p13.33,1.560180807,1.73926189534187e-75,3
MAGOHB,12p13.2,1.446488337,1.78556847139876e-75,3
SEPHS1,10p13,1.17614547,8.33616790295791e-75,3
MRPS12,19q13.2,1.743962731,1.10964968122626e-73,3
PHYHIP,8p21.3,-2.778903871,3.69128283949596e-73,3
GABRA2,4p12,-4.190950093,7.15007449082748e-73,3
SEMA7A,15q24.1,2.193825388,7.165354405069399e-73,3
FOSB,19q13.32,-4.08441821,1.67741659142333e-72,3
LAG3,12p13.31,3.080980373,5.08198505363656e-72,3
SLC16A7,12q14.1,-3.149935046,6.19936999775187e-72,3
CES1,16q12.2,-4.295016629,1.52107925916684e-71,3
CLIC5,6p21.1,-2.254845884,2.75321918988133e-71,3
MACROH2A1,5q31.1,0.99352397,8.11420748581267e-71,3
ADRB2,5q32,-2.976825937,6.58649932211688e-70,3
ZIC1,3q24,4.405333374,1.0522510042799099e-69,3
CCT6A,7p11.2,1.342529015,1.2595861391541898e-69,3
FBXO45,3q29,1.331016238,2.09712415229368e-69,3
FOS,14q24.3,-3.246325586,4.82033543184522e-69,3
SLC14A2,18q12.3,-4.079068088,6.97909991310981e-69,3
PODXL2,3q21.3,2.203716994,1.41758743026946e-68,3
FBXL17,5q21.3,-1.311138294,2.5452469538517903e-68,3
GCNT4,5q13.3,-2.254050367,3.2670028142328802e-68,3
CCDC69,5q33.1,-2.901035352,7.65800488569401e-68,3
CAB39L,13q14.2,-1.942234784,3.07010437397195e-67,3
SRC,20q11.23,1.38838657,5.965541273842831e-67,3
LRFN1,19q13.2,2.285883896,7.913212997434331e-67,3
MFSD12,19p13.3,1.507930596,8.18130911257093e-67,3
TMEM79,1q22,2.122875189,9.391329863434661e-67,3
HM13,20q11.21,1.204653425,1.24085751124947e-66,3
NOSTRIN,2q24.3,-2.343691488,2.43252106411179e-66,3
PLPP1,5q11.2,-1.944105684,3.54268883016789e-66,3
TIGIT,3q13.31,2.786310339,4.27109039747842e-66,3
HAGHL,16p13.3,2.826598396,6.65216709077497e-66,3
TBL2,7q11.23,0.94076742,7.02489958392775e-66,3
S1PR1,1p21.2,-2.223890314,7.41268222428759e-66,3
HYLS1,11q24.2,1.471695412,5.21207155978824e-65,3
SLC7A11,4q28.3,2.547978239,7.3023391776005e-65,3
TTLL12,22q13.2,1.398135308,1.01428193967501e-64,3
KHSRP,19p13.3,1.005306019,1.93363430067888e-64,3
DYNC2I2,9q34.11,1.659853476,4.26447186145371e-64,3
CORO2B,15q23,-2.473529403,8.04282516505093e-64,3
TIMM8A,Xq22.1,1.082449661,9.05492650780719e-64,3
LRFN4,11q13.2,2.18826391,1.93365363689513e-63,3
SLC25A22,11p15.5,1.87338536,6.77677652894039e-63,3
NUDT1,7p22.3,1.691895388,1.24829756031408e-62,3
PAICS,4q12,1.436168485,1.2707920196838199e-62,3
AC009779.3,,-2.600261376,3.25830653384873e-62,3
MRPL3,3q22.1,1.157280201,4.06490066409208e-62,3
ACER2,9p22.1,-2.122263061,6.811875378584189e-62,3
TPI1,12p13.31,1.624778599,8.48401866172349e-62,3
TRIM65,17q25.1,1.354194184,1.91568752158759e-61,3
FOXRED2,22q12.3,1.335403848,2.2856952842573303e-61,3
ELMOD3,2p11.2,-1.764476905,1.93516079480078e-60,3
NTAQ1,8q24.13,1.152988784,5.46787743457837e-60,3
DNAH14,1q42.12,1.764784177,7.13205500237891e-60,3
RPUSD3,3p25.3,1.242140837,2.23267395280683e-59,3
SERPINE2,2q36.1,2.357904645,2.28692633428648e-59,3
KLHL3,5q31.2,-1.664487121,4.8787826519182105e-59,3
SKP2,5p13.2,1.524128986,6.60767181963525e-59,3
POLR1C,6p21.1,1.175088765,8.03487234908657e-59,3
CCM2L,20q11.21,-1.966244536,1.3853464481110601e-58,3
ENOPH1,4q21.22,0.898565585,3.0513841674747802e-58,3
IQCN,19p13.11,-2.367968251,3.7312602087038604e-58,3
GSK3A,19q13.2,0.826258141,6.45655062310004e-58,3
UFSP2,4q35.1,-0.911441441,8.29921676822679e-58,3
DCUN1D3,16p12.3,-1.442974427,1.7679115132132899e-57,3
TYMP,22q13.33,2.189843,4.74749184981578e-57,3
ANGPTL2,9q33.3,-2.088083678,8.49488896546054e-57,3
USF1,1q23.3,1.020612519,8.9935065306946e-57,3
CSTF2,Xq22.1,0.983933066,2.3537289139131897e-56,3
PSMD11,17q11.2,0.940557864,3.7752389061764796e-56,3
CASP3,4q35.1,0.862853613,5.1594144925731495e-56,3
GTF2IRD1,7q11.23,1.075088702,5.630099810369989e-56,3
GGCT,7p14.3,1.72499717,5.68233487460315e-56,3
CYB5D2,17p13.2,-1.231705762,6.09776259203664e-56,3
TLCD3A,17p13.3,1.193881412,8.044066978653579e-56,3
H3-3A,1q42.12,1.157836188,1.10274286755505e-55,3
OLFML1,11p15.4,-1.850757007,2.9148855878355298e-55,3
PEBP4,8p21.3,-2.900470682,5.83807538766019e-55,3
SLC39A1,1q21.3,1.816969722,6.68777973889911e-55,3
RELB,19q13.32,1.661608862,1.2481354311017501e-54,3
LEMD2,6p21.31,0.902139166,1.25525601436758e-54,3
LIMS2,2q14.3,-1.8485277,2.1151401464214e-54,3
TMCC2,1q32.1,2.419016876,2.60103657250469e-54,3
ADRA2A,10q25.2,-2.629021355,2.92278708221174e-54,3
RPP40,6p25.1,1.45289632,3.3090039123506903e-54,3
GRK3,22q12.1,-1.926730669,3.54629315479002e-54,3
PDK2,17q21.33,-1.64344842,4.51018395975217e-54,3
DUS1L,17q25.3,1.380673025,4.8158292093782103e-54,3
FOXN3,14q31.3-q32.11,-1.527467533,1.53674987211439e-53,3
PFKFB3,10p15.1,-2.299635501,2.17360174065812e-53,3
NDE1,16p13.11,1.070648342,3.96164841265125e-53,3
ZNF74,22q11.21,1.129473852,5.78582116676164e-53,3
RHOJ,14q23.2,-1.622180456,7.84746359195169e-53,3
EGR3,8p21.3,-2.992424975,1.72440114499551e-52,3
SLC38A5,Xp11.23,2.324918205,2.12173659793222e-52,3
H2BU1,,2.367390649,2.38605652337292e-52,3
ICOS,2q33.2,2.685591139,5.771166707388231e-52,3
PLAAT1,3q29,2.277065644,2.25744298031172e-51,3
PDCD2L,19q13.11,1.43628942,3.2349174685125e-51,3
C8orf34,8q13.2,-3.001361411,1.1162998048567099e-50,3
ALB,4q13.3,-4.654419723,1.24145608584402e-50,3
HS3ST3A1,17p12,2.038458542,1.3245256231423999e-50,3
DNAJC27,2p23.3,-0.934042761,2.56974458316493e-50,3
LRRC45,17q25.3,1.699917368,3.4012755882692e-50,3
STEAP2,7q21.13,-1.71943139,5.96075158514629e-50,3
UCHL5,1q31.2,1.003047034,7.699558625946979e-50,3
PARP12,7q34,1.203801682,1.19189631053955e-49,3
AHSA1,14q24.3,0.969243739,1.37600032238385e-49,3
MRPL48,11q13.4,0.912745769,3.49806860615385e-49,3
FGD1,Xp11.22,1.648809094,3.6863908469522695e-49,3
GINS3,16q21,1.109756903,5.36392057714768e-49,3
CNN1,19p13.2,-3.061477036,6.8007028494172096e-49,3
DNAJB4,1p31.1,-1.311021176,1.35626265110714e-48,3
CDNF,10p13,-1.444210573,1.49220335650527e-48,3
RBM17,10p15.1,0.933380093,1.8814302157890598e-48,3
SPP1,4q22.1,2.840583224,2.66121615613137e-48,3
KIAA2013,1p36.22,1.054963391,2.8003688255721e-48,3
FERMT2,14q22.1,-1.82979136,3.0739421124485796e-48,3
NDUFB9,8q24.13,1.418555037,4.25235799426541e-48,3
PSMD2,3q27.1,1.084465355,4.6814226174732895e-48,3
NDC1,1p32.3,1.212924681,5.88765602040058e-48,3
FZD9,7q11.23,2.964269763,7.9353488732547e-48,3
C1QTNF7,4p15.32,-3.517720635,9.40005720815906e-48,3
PSMA7,20q13.33,1.167892178,1.12096424507032e-47,3
FAM149A,4q35.1,-2.122649933,1.34756116482828e-47,3
HOXB9,17q21.32,3.009752036,1.76615775156719e-47,3
BMERB1,16p13.11,-1.797612653,2.0180404789426802e-47,3
GIPC2,1p31.1,-2.400628988,2.200269862311e-47,3
PALM,19p13.3,-2.486045837,2.23227405891201e-47,3
STMP1,7q33,1.053995426,3.76380883088201e-47,3
CPE,4q32.3,-1.813127946,4.38859530810228e-47,3
COPE,19p13.11,1.318977344,4.55486121086636e-47,3
PJVK,2q31.2,-1.111275007,5.71680589202811e-47,3
RPH3AL,17p13.3,-1.672733731,6.0723198711607e-47,3
TMEM104,17q25.1,1.009086825,9.073065904168521e-47,3
SAAL1,11p15.1,1.017650262,1.09683686013671e-46,3
CALCOCO2,17q21.32,-0.938705624,1.10765151683297e-46,3
ACKR1,1q23.2,-2.985323575,1.5956900403932201e-46,3
TIPIN,15q22.31,1.132798373,1.79655495585269e-46,3
AUP1,2p13.1,0.913884982,1.79760931870516e-46,3
TBC1D10B,16p11.2,0.762378184,2.46813926561697e-46,3
NFKBIB,19q13.2,1.294822935,2.7049650253941902e-46,3
APBB2,4p14-p13,-1.347288635,2.84646528953841e-46,3
SLC6A11,3p25.3,2.856463779,2.86175729647615e-46,3
TPPP,5p15.33,-2.258061578,3.4652542101236603e-46,3
ARFGAP1,20q13.33,1.125752818,3.51412178454334e-46,3
SOX4,6p22.3,1.47322808,3.83643835954203e-46,3
EEF1AKNMT,,0.857166398,4.01538312354095e-46,3
LRRC8D,1p22.2,1.249781552,4.17055970501899e-46,3
MITF,3p13,-1.571774484,4.62598345484866e-46,3
GALNS,16q24.3,1.211854461,4.71759684025483e-46,3
GPR34,Xp11.4,-2.144951045,5.3893206053073605e-46,3
LPAR6,13q14.2,-1.349656544,6.861232714742451e-46,3
RBBP7,Xp22.2,0.774289889,7.624379867453401e-46,3
DEK,6p22.3,1.330141508,7.84862971901761e-46,3
HSF1,8q24.3,1.092352413,1.0749374702500101e-45,3
SSR4,Xq28,1.371543433,2.1867930512748402e-45,3
PES1,22q12.2,1.050204678,2.71605671706046e-45,3
TOM1L2,17p11.2,-1.072453089,2.73508554621918e-45,3
MFSD13A,10q24.32,1.269503059,3.87673323626328e-45,3
KDELR2,7p22.1,1.005152574,9.23126842153315e-45,3
MRPL51,12p13.31,1.207615588,1.12093323792941e-44,3
MRPS5,2q11.1,0.825720232,1.1377197002659998e-44,3
CNOT11,2q11.2,0.785516691,1.15154834615453e-44,3
TBX15,1p12,-2.400642143,2.02146316609853e-44,3
DLGAP3,1p34.3,2.403967,2.0971185605901701e-44,3
ABT1,6p22.2,0.80343826,3.3125900369071704e-44,3
UBASH3B,11q24.1,1.87270774,5.614222284248031e-44,3
DTX2,7q11.23,1.262120134,7.360506523647511e-44,3
TRIM47,17q25.1,1.528374364,9.44055303449228e-44,3
GEMIN6,2p22.1,0.896835494,1.10479613696708e-43,3
NUDT3,6p21.31,1.699201669,1.11669969184534e-43,3
TRIM26,6p22.1,0.723889779,1.52789153324729e-43,3
ATIC,2q35,0.905779315,2.7380204875853996e-43,3
ANKRD1,10q23.31,3.52234241,3.26068199955435e-43,3
SHKBP1,19q13.2,1.130375584,3.48592267673571e-43,3
CNPY3,6p21.1,1.066991639,3.78710551554203e-43,3
ZBP1,20q13.31,2.407504073,4.5253204661202995e-43,3
ZNF385D,3p24.3,-1.92851086,7.09833118814786e-43,3
MYCN,2p24.3,2.705304406,1.09028883820409e-42,3
RHOB,2p24.1,-1.63195225,1.1086419082030799e-42,3
MAPKAPK2,1q32.1,0.935148218,1.1171199298096498e-42,3
BRMS1,11q13.2,1.158122596,1.33581259956834e-42,3
ADPGK,15q24.1,0.580901441,1.4685265076833e-42,3
CTU2,16q24.3,1.235875169,2.46315807841373e-42,3
TFRC,3q29,1.643992514,2.7976636580515398e-42,3
WDR12,2q33.2,0.841790586,4.39617436496376e-42,3
TTC9C,11q12.3,0.66667391,6.94436689637819e-42,3
TESC,12q24.22,-2.289196992,7.98602002402399e-42,3
CBX1,17q21.32,0.900596438,9.50938066344363e-42,3
HSD17B10,Xp11.22,1.153039625,1.2574470747098e-41,3
DEDD,1q23.3,0.840342598,1.56159285515294e-41,3
FGF14,13q33.1,-1.808286296,1.57521242139074e-41,3
TOMM40L,1q23.3,0.966472337,1.6563998013642e-41,3
FOXC1,6p25.3,1.874893972,2.25126462781343e-41,3
LLGL2,17q25.1,1.572226117,3.6440581375848897e-41,3
SEPTIN9,17q25.3,1.02057126,4.36371774520588e-41,3
CACNB3,12q13.12,1.329027414,4.63632782318205e-41,3
SET,9q34.11,0.772735693,5.64312245146691e-41,3
SLC6A17,1p13.3,2.860856397,5.77905327143332e-41,3
BUB3,10q26.13,0.812302542,5.97594725641947e-41,3
GRM4,6p21.31,3.205083637,6.29172027174959e-41,3
CLDN11,3q26.2,-2.357540764,6.586977404828799e-41,3
FBXL3,13q22.3,-0.98019374,7.07212179254624e-41,3
KBTBD3,11q22.3,-0.958170103,7.51045447166913e-41,3
PPME1,11q13.4,0.760083759,7.84554371524753e-41,3
SPIRE2,16q24.3,1.537216182,9.51478150711066e-41,3
FAM83G,17p11.2,1.191846134,9.87334585224347e-41,3
CAPS2,12q21.1-q21.2,-1.275742726,1.36496607822203e-40,3
C1orf43,1q21.3,0.861400607,1.4208500644372698e-40,3
C1orf74,1q32.2,1.428435075,1.52779542848932e-40,3
TENT2,5q14.1,-0.648778182,1.77096975987468e-40,3
OTUB1,11q13.1,0.836472419,1.94683907463986e-40,3
SHISAL1,22q13.31,3.058666819,2.8685731070865397e-40,3
HAPLN3,15q26.1,2.056449207,3.6875918730793094e-40,3
IGHG2,14q32.33,3.410584302,4.35362417105261e-40,3
DRC3,17p11.2|17p11.2,-1.328830393,6.93346421600775e-40,3
RDH10,8q21.11,2.308736783,1.34903110747485e-39,3
APCDD1,18p11.22,-1.72575135,1.57484005983326e-39,3
SLC47A2,17p11.2,-1.976436956,1.77270005291456e-39,3
STK26,Xq26.2,1.578928356,1.92894835636488e-39,3
FBXO46,19q13.32,0.994797649,2.06633867974505e-39,3
MRPL4,19p13.2,1.105288471,2.92149091701834e-39,3
ACTR2,2p14,0.771660257,3.13438842490763e-39,3
CCT7,2p13.2,0.823459918,4.22240522232144e-39,3
TIMP3,22q12.3,-1.723699056,5.34569777038382e-39,3
BPI,20q11.23,3.352043602,5.38961603431301e-39,3
GORASP2,2q31.1,0.70080534,7.39828414894164e-39,3
NAA10,Xq28,1.489288673,1.13601919488857e-38,3
DCLRE1B,1p13.2,1.104020626,1.35453546412995e-38,3
CCHCR1,6p21.33,1.271900933,2.31590052193753e-38,3
FFAR4,10q23.33,-2.140526594,2.98095197896259e-38,3
DPM1,20q13.13,0.680183547,3.64775429243166e-38,3
PSMD12,17q24.2,0.817478555,3.73416110404157e-38,3
TNNT3,11p15.5,-3.159988782,4.45891669375577e-38,3
RAB11FIP2,10q26.11,-0.859043574,4.48899570139859e-38,3
POLR2J,7q22.1,1.17032761,4.75308644705276e-38,3
STS,Xp22.31,-1.636413336,5.06774610206822e-38,3
ATG14,14q22.3,-0.722800614,6.16699995086379e-38,3
AIMP2,7p22.1,1.028823588,1.37926069638986e-37,3
LIAS,4p14,-0.8734812,1.51560018098361e-37,3
VGLL1,Xq26.3,3.464901238,1.72936332524837e-37,3
MTG2,20q13.33,0.918817944,1.92985858893584e-37,3
SPATA18,4q12,-1.702913528,1.93191952362431e-37,3
ASPSCR1,17q25.3,1.182680866,2.72538620816361e-37,3
SNX20,16q12.1,1.779047228,2.84333882615392e-37,3
ZBTB32,19q13.12,2.118023013,3.23647923171184e-37,3
CTSO,4q32.1,-0.965228646,7.83687675848403e-37,3
SLC37A1,21q22.3,1.247090516,7.952701367335799e-37,3
PTPN2,18p11.21,0.762727106,8.14613271725688e-37,3
CYP27C1,2q14.3,2.674604083,9.14219144116934e-37,3
TUFT1,1q21.3,1.194000934,1.11361854047117e-36,3
HSF2BP,21q22.3,1.443318338,1.20006338958758e-36,3
OSCAR,19q13.42,1.772697095,1.33572907453181e-36,3
ENKUR,10p12.1,1.810586009,1.3553797138713198e-36,3
DCPS,11q24.2,0.847029062,1.66817728186864e-36,3
RBL2,16q12.2,-0.979264669,2.15277941716035e-36,3
ACBD4,17q21.31,-1.166289568,3.15040656464238e-36,3
PAQR6,1q22,2.06577054,3.16240268408127e-36,3
CCN5,20q13.12,-2.569674449,3.6000555831893096e-36,3
ILDR2,1q24.1,2.386819609,3.9837265045906595e-36,3
ANO7,2q37.3,1.413378573,3.9897825355093005e-36,3
ADD3,10q25.1-q25.2,-1.180423564,3.9904959197177897e-36,3
AMPD2,1p13.3,0.93214033,4.15852808650216e-36,3
SLC25A20,3p21.31,-1.05843175,7.78933432984963e-36,3
NEGR1,1p31.1,-2.177482271,1.0875755241252e-35,3
MORF4L2,Xq22.2,0.638967272,1.10422226631254e-35,3
PKM,15q23,1.317509291,1.12978914424462e-35,3
RTN4RL2,11q12.1,1.821000615,1.13838095575496e-35,3
SLC25A15,13q14.11,1.019493574,1.1405301413126e-35,3
GNAI1,7q21.11,-1.738694007,1.2076740096854e-35,3
FUT3,19p13.3,2.86093683,1.26428613749261e-35,3
ZNF132,19q13.43,-1.080991708,1.28610863321931e-35,3
POU5F1,6p21.33,1.804701017,2.2770782089798802e-35,3
ITGB1BP2,Xq13.1,1.437595567,3.4719090825717204e-35,3
PFKFB4,3p21.31,1.352583799,3.89775736498869e-35,3
ZFP41,8q24.3,0.956432584,6.121937268556191e-35,3
HDHD5,22q11.1,0.89570717,6.174452382210611e-35,3
GABPB1,15q21.2,0.568351942,7.008542513440299e-35,3
ACAT2,6q25.3,1.23693794,8.147229567935999e-35,3
NCK2,2q12.2,0.849710388,8.994474904632681e-35,3
STX10,19p13.13,1.009262685,1.0049027313413399e-34,3
PIM2,Xp11.23,1.776274978,1.4256151581122599e-34,3
RRBP1,20p12.1,1.132574723,1.73318380173383e-34,3
RIOX1,14q24.3,0.687699058,2.90898450356122e-34,3
DDX56,7p13,0.75082467,3.71554819750857e-34,3
PRKCSH,19p13.2,0.893560019,6.308601875762129e-34,3
SLU7,5q33.3,-0.548830248,6.862314284228529e-34,3
ACSS2,20q11.22,-1.506160173,8.64708469413325e-34,3
TMCO1,1q24.1,0.756589223,8.691308574968049e-34,3
SOX7,8p23.1,-1.607350924,1.2354088037687399e-33,3
EZR,6q25.3,1.114800118,1.3094072296092e-33,3
SNRNP40,1p35.2,0.667074255,1.40369366974135e-33,3
ASB1,2q37.3,-0.811979921,1.53101319612832e-33,3
ANKRD54,22q13.1,0.758959059,1.63903802181409e-33,3
GTF3C5,9q34.13,0.899829376,1.83725470736084e-33,3
SLC25A10,17q25.3,1.494458505,2.72898525122785e-33,3
FBXO41,2p13.2,1.331943998,2.90879887284023e-33,3
ARHGEF19,1p36.13,1.49279819,3.41545354547518e-33,3
ZNF146,19q13.12,0.904647085,3.94308782958614e-33,3
ENSA,1q21.3,0.716675556,5.27190585494004e-33,3
HLA-C,6p21.33,1.267637696,5.6592550674655796e-33,3
TMEM192,4q32.3,-0.874687304,7.71074109119593e-33,3
VPS36,13q14.3,-0.784043483,7.9683662751652e-33,3
HNRNPM,19p13.2,0.648037642,9.33532781578674e-33,3
FIBP,11q13.1,0.834219429,1.03830176563212e-32,3
CHI3L2,1p13.2,2.334926341,1.14624028920691e-32,3
ANKRD13B,17q11.2,1.44034139,1.29375998088422e-32,3
MOXD1,6q23.2,2.020921743,2.16144912957454e-32,3
NCAPH2,22q13.33,0.964104309,2.40467669302188e-32,3
ATAD3B,1p36.33,1.307215472,2.58435073804442e-32,3
RNPEP,1q32.1,0.868905564,2.72313669552929e-32,3
PAK4,19q13.2,1.199375527,2.81243540039866e-32,3
ZNRF1,16q23.1,0.830301945,2.86603761083402e-32,3
HOXC10,12q13.13,2.034286352,3.10997042157011e-32,3
CD300E,17q25.1,2.095089923,3.18054576969059e-32,3
TIE1,1p34.2,-1.350190967,3.75174248027281e-32,3
ANKRD16,10p15.1,0.968174707,4.23005016926676e-32,3
MOCS3,20q13.13,0.625003662,4.26999142845787e-32,3
FMOD,1q32.1,-1.871200324,4.79768900490254e-32,3
PPIF,10q22.3,1.172283795,8.59141325350866e-32,3
MEGF9,9q33.2,-1.113457027,9.83814946481637e-32,3
ZNF408,11p11.2,0.783125083,1.2862239384567601e-31,3
DNTTIP1,20q13.12,0.952888811,1.8692312355573702e-31,3
ABHD15,17q11.2,-1.389509192,1.94011237742706e-31,3
VGLL3,3p12.1,-1.723380078,1.99564180230837e-31,3
RFX2,19p13.3,-1.225370108,3.5393216583137403e-31,3
PDE1B,12q13.2,-1.825276652,3.6551295010623305e-31,3
HSD17B7,1q23.3,0.94749003,3.8478616873674705e-31,3
ANP32B,9q22.33,0.861045461,3.96690445327828e-31,3
CATSPER1,11q13.1,1.934966315,4.48268642754553e-31,3
IL2RA,10p15.1,2.022637386,5.20475574844195e-31,3
CD200,3q13.2,-1.085045156,5.39271792005216e-31,3
PHF19,9q33.2,0.99011599,6.066293960854121e-31,3
FH,1q43,0.942340745,6.3515176261356e-31,3
IL33,9p24.1,-2.30646386,7.05256039524169e-31,3
H4C8,6p22.2,2.432982053,7.48448217293114e-31,3
HLA-B,6p21.33,1.243347661,9.6046822618359e-31,3
TMED2,12q24.31,0.727159119,1.32831475909508e-30,3
NETO2,16q12.1,1.686804421,1.42172306455361e-30,3
ZSCAN16,6p22.1,0.996242782,1.4342073773174099e-30,3
TAS1R3,1p36.33,2.036870663,1.71758211659512e-30,3
KRBA2,17p13.1,-0.871454148,1.7390787795555897e-30,3
CSTF1,20q13.2-q13.31,0.523846425,2.03156556267666e-30,3
ESR2,14q23.2-q23.3,-1.728826079,2.4844967773215397e-30,3
MIDEAS,14q24.3,-0.682510351,3.23258552077793e-30,3
